Report generated on: 07-12-2024 00:33:58
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"","petroleum and other liquids production (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-TUN-TBPD.A","        Tunisia","","","","","","","","110","118","120","120","120","114","111","109","108","110","98","109","114","102","94","92","89","81","85","84","78","73.25","76","68","71.89314207650273","72.748","70.802","97.584","85.50711202185792","81.01081369863014","78.8695602739726","67.14014246575343","65.8292868852459","63.72494520547945","53.199260273972605","39.716","41.725","42.41320547949863","40.388021917849315","37.700137958454796","34.79866393434153","42.02238619787097","36.44648465301859","34.531602076780274",""
"INTL.53-1-TKM-TBPD.A","        Turkmenistan","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","110","80.22191780821917","73.5","76.5","88.43715846994536","116.99643835616439","150.97671232876712","157.4191589041096","158.18852459016392","176.65616438356165","189.176698630137","212.1483698630137","207.31107103825136","210.843","186.74","205.184","189.33076284153006","197.5531191780822","215.58524707762555","225.44309589040995","246.22731038251302","255.7982118721461","263.16645410958847","277.8971931506849","265.5220885245902","270.124006667","269.15593621","251.515376667","240.010846453","252.72998070492432","255.0183786557563","274.67961556871467",""
"INTL.53-1-TCA-TBPD.A","        Turks and Caicos Islands","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"none","        Tuvalu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-USIQ-TBPD.A","        U.S. Pacific Islands","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-UGA-TBPD.A","        Uganda","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-UKR-TBPD.A","        Ukraine","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","82","85","92","90","90","92","87","83.90251232876712","81.559","82.123","82.859","86.612","95.406","97.962","105.937","106.422","99.08491147540984","92.63980410958904","82.40674246575342","78.42943561643835","79.82397213114754","73.53974246575342","64.75313561643836","59.941813698630135","56.563037158469946","55.812043835616436","58.382327397260276","62.04572191780822","61.17640765027323","61.54828776007379","18.317687925162037","7.245311526236164",""
"INTL.53-1-ARE-TBPD.A","        United Arab Emirates","1532.6575342465753","1678.9178082191781","1663.876712328767","1936.0846994535518","1999.054794520548","1830.8328767123287","1831.4657534246576","1708.7267759562842","1474.021917808219","1249.986301369863","1148.6301369863013","1145.9153005464482","1193.3972602739725","1330.0328767123287","1540.7260273972602","1565.068306010929","1860.1397260273973","2117.001093150685","2385.999687671233","2266.1464598390035","2458.66301369863","2920.19182739726","2880.204723287671","2939.7450109289616","3008.403180821918","2996.0295890410957","2742.6575342465753","2622.3688524590166","2574.832876712329","2405.671232876712","2749.794520547945","2849.3266229508195","3003.5855616438357","3157.797397260274","3061.372780821918","3045.9777273224045","2793.8243","2813.4896","3214.290482191781","3398.917857377049","3439.4606","3541.9293808219177","3676.0670547945206","3767.7945732240437","3723.650682191781","3786.2396520547945","4130.048391061195","3780.366210183615","3785.8838042898337","4236.766645862818","4162.79175993091",""
"INTL.53-1-URY-TBPD.A","        Uruguay","","","","","","","","0","0","0","0","0","0","0.2","0.2","0.1","0.084541723134507","0.2","0.3","0.3","","","","","","","","","","","","0.936","0.976","1.037","0.963","0.9621999999999999","0.6808000000000001","1.1993","1.3558","1.541","1.9043999999999999","2.1041","1.894","1.8991","1.946","1.9649","2.0281","1.9718","1.4628508419820676","1.448064336779434","1.4727364163961645",""
"INTL.53-1-UZB-TBPD.A","        Uzbekistan","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","66","78.73150684931507","140","166","168","175","183.27397260273972","188.52564383561645","174.648","167.717","165.512","175.608","164.351","165.80424657534246","156.65813698630137","145.495","109.89790273224044","72.13686712328767","54.331009589041095","59.88322191780822","67.6692950819672","71.2992","65.63272191780823","61.33960684931507","54.08426830601093","47.24710821917808","44.15024931506849","41.33179863013699","39.18538743169399","37.52362759210924","62.116483281453895","65.6745076592833",""
"INTL.53-1-VUT-TBPD.A","        Vanuatu","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-VEN-TBPD.A","        Venezuela","3365.9945205479453","2976.076712328767","2345.731506849315","2294.2131147540986","2238.0164383561646","2164.945205479452","2355.8301369863016","2168.3387978142077","2101.980821917808","1894.9287671232876","1800.9479452054795","1798.0601092896175","1677.1780821917807","1787.041095890411","1751.9506849315069","1903","1906.978082191781","2136.998920547945","2374.9984767123287","2370.780731266477","2473.054794520548","2660.7301506849317","3017.62","3219.0279508196722","3473.4760958904108","3405.1790410958906","3093.821917808219","3219.6842185792348","3141.5956328767124","2751.781991780822","2505.7284794520547","2877.13656010929","3113.44182739726","3037.2060575342466","3014.4248876712327","2700.9988","2708.232","2597.7774","2682.4397","2683.969","2682.5822","2684.0398","2577.4541452054796","2330.1895907103826","2066.046794520548","1539.3161178082191","927.7052712328767","552.8571579234973","613.9243055449448","722.646966915804","769.707899019714",""
"INTL.53-1-VNM-TBPD.A","        Vietnam","","","","","","","","0","0","0","0","0","0","0.8","5","15","32","50","80","106","126.3013698630137","142.18493150684932","152.7945205479452","175.49726775956285","202.22739726027396","249.8082191780822","312.3095890410959","333.2952349726776","346.72564383561644","347.10690410958904","346.1245479452055","420.0246284153005","371.056402739726","365.7438","323.1175671232877","311.74590163934425","342.2682917808219","311.94725068493153","315.11156712328767","344.2301480874317","346.79001232876715","318.859497260274","369.445995890411","336.55252677595627","288.24348126272326","257.18903274230956","240.20555026721644","214.50454645722678","206.04667127496558","201.0471883473343","194.93570554091343",""
"INTL.53-1-WAK-TBPD.A","        Wake Island","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-ESH-TBPD.A","        Western Sahara","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-YEM-TBPD.A","        Yemen","","","","","","","","0","0","0","0","0","0","8.6","19","172","193","191","194","181","223.5095890410959","346.5958767123288","352.678","356.19316393442625","374.4028082191781","381.0011917808219","403.427","449.5018333333333","452.72997260273974","457.3411890410959","450.8732273972603","447.39291530054646","445.39822739726026","420.43126301369864","368.6991671232877","299.64244153005467","285.9569191780822","280.93997534246574","216.69254109589042","168.94857595628415","130.7800301369863","125.08070917808219","47.8272","18.49079180327869","32.2295","47.2322","62.73284246575342","58.49828306010929","57.09958303943764","48.8046718087534","15.245720467327754",""
"INTL.53-1-ZMB-TBPD.A","        Zambia","","","","","","","","0","0","0","0","0","0","0.1","0.2","0.5","0.2","0.1","0.2","0.1","","","","","","","","","","","","0.15","0.159","0.159","0.19","0.1343","0.1229","0.1443","0.1522","0.1611","0.1271","0.145","0.1318","0.1278","0.1331","0.1347","0.1366","0.1292","0.14129901343144388","0.1393392802733073","0.14261940166224657",""
"INTL.53-1-ZWE-TBPD.A","        Zimbabwe","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0.04","0.06","0","0","0.12","0.039","0.681","0.724","0.819","0.8","0.8","0.8","0.8","0.8","0.8","0.8",""
"INTL.53-1-OPNO-TBPD.A","    Non-OPEC","","","","","","","","38319.8","38986","39822.1","40931.3","42613.45793989071","43209.12542984","43363.95768046341","43641.270443814006","44003.73170572238","43335.91126314932","43045.18390581224","42979.7510971412","41844.37017470588","41363.5064630137","42609.72613972603","43399.556167123286","44441.77348360656","45403.563695890414","45586.44198356164","45615.61950684932","46765.15634106557","47401.112422273975","48776.15616438356","49663.174232876714","52033.11065027322","51934.05908767123","52414.91718082192","53144.95143287671","53390.46150874863","53988.97521778082","55900.146387931054","56174.9549190411","57009.40229025137","58646.91859524201","61090.37151166438","62651.91006054795","61935.24847643645","62642.05459484178","65349.89669618276","67078.45851158758","64465.889916849956","65274.09399860809","67283.68336440786","69651.38825405062",""
"INTL.53-1-AFG-TBPD.A","        Afghanistan","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-ALB-TBPD.A","        Albania","","","","","","","","44","44","64","75","55","55","55","54","44","47","30","19","10","11","10","9","9","7.150391780821918","7.489890410958904","6.4602301369863016","5.716","5.624","7.106","6.781","7.58","6.985","9.072","10.082","6.03453","5.382407123287671","10.866765616438355","15.562518493150685","16.844970573770492","17.01442117808219","20.569209315068495","20.215143835616438","22.80052387978142","17.05404","16.05469","18.05546","17.313858961748632","16.15063810365884","15.059928131885036","14.044726754799408",""
"INTL.53-1-ASM-TBPD.A","        American Samoa","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-AGO-TBPD.A","        Angola","162","169","165","108","194","131","147","150","130","122","177.0054794520548","208.02459016393442","231.0000794520548","282.00029863013697","360.00018630136987","452.0081967213115","455.00031780821917","475.0005123287671","500.00022191780823","526.3200464480874","503.9397260273973","491.758904109589","639.3123287671233","691.016393442623","709.786301369863","732.8986301369863","747.8134246575343","745.3879781420765","739.2849315068493","896.6363424657534","879.0602356164384","990.2883306010929","1255.0266082191781","1425.5367863013698","1727.4487698630137","1960.2265081967214","1886.3642191780823","1918.0725479452055","1765.1344383561643","1796.580180327869","1814.1685342465753","1755.9454383561645","1828.00001369863","1796.7777540983607","1708.354530624685","1637.116441361411","1488.9323740600685","1284.139029827541","1150.4174036094382","1185.2543993969423","1174.4222027056035",""
"INTL.53-1-ATA-TBPD.A","        Antarctica","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-ATG-TBPD.A","        Antigua and Barbuda","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-ARG-TBPD.A","        Argentina","","","","","","","","508","513","507","504","498","485","471","472","492","496","521","529","597","640.0082191780822","720.551","775.5500356164383","838.7026994535519","892.9643835616438","905.3899808219178","894.8070602739726","862.8231038251366","918.6981753424658","895.3786328767123","876.6972602739726","888.3244398907104","830.3295287671233","831.1796301369862","802.6279150684932","804.5547267759563","786.1240890410959","786.8620643835617","742.298394520548","720.722118032787","704.9671287671233","713.0421054794521","705.2630424657534","705.0372633879781","686.3095116096109","704.8591448772384","723.0593229720822","656.8417081698169","708.5545345703596","787.2274929199148","819.018804024378",""
"INTL.53-1-ARM-TBPD.A","        Armenia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-ABW-TBPD.A","        Aruba","","","","","","","","--","--","--","--","--","--","0","0","0","0","-0.0682256","0.0385766698","-0.02753029","","","","","","","","","","","","2.356","2.351","2.235","2.477","2.3643","2.4322","2.3885","2.3087","0.5505","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-AUS-TBPD.A","        Australia","","","","","","","","460","474","444","489","571","665","606","639","633","583","666","635","619","562.0301369863014","605.2970821917809","579.9139780821918","605.4851693989071","650.1591808219179","626.0693013698631","616.762","802.4461475409836","738.7729150684931","717.1461095890411","618.1622191780822","573.158587431694","543.5200767123288","560.6968219178082","567.5261205479452","569.4678120218579","576.0445342465754","584.962105479452","508.2969315068493","500.65341420765026","425.27433561643835","441.6777424657534","396.4672219178082","367.03257158469944","336.95184337052603","364.6694620000493","475.30953961702465","475.1731504393251","460.1342704607751","436.0413569947832","405.2773434800356",""
"INTL.53-1-AUT-TBPD.A","        Austria","","","","","","","","30","28","29","28","27","25","25","24","27","27","27","30","27","22.65205479452055","22.156186301369864","21.246575342465754","20.50831693989071","19.405479452054795","19.747945205479454","19.167123287671235","19.681420765027323","20.83013698630137","21.720547945205478","20.405479452054795","26.38026775956284","25.38070410958904","26.19535890410959","28.041712328767122","27.714301639344264","27.5462","35.62571780821918","36.10133424657534","36.155335519125686","26.98200410958904","30.84496301369863","31.574990410958904","29.36100218579235","27.186649315068493","26.92278904109589","26.442115068493152","24.4670043715847","24.902112195569963","23.946440004527354","23.10385494558548",""
"INTL.53-1-AZE-TBPD.A","        Azerbaijan","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","222","218","183.72714794520547","186.22613424657536","182.5106393442623","182.47226575342467","232.3734520547945","277.09869315068494","282.2218169398907","301.1632054794521","308.85705753424656","311.57371506849313","313.6141174863388","449.97327671232875","651.3522849315068","865.398997260274","874.6622415300546","1011.9790753424658","1040.858797260274","989.0781205479452","927.6480338797815","876.5573205479452","852.714204109589","854.1325726027397","839.0564513661202","794.8208502140905","795.0061213636164","773.2083641042328","700.3683322687978","716.7350728227265","672.776081560999","623.1671597343899",""
"INTL.53-1-BHR-TBPD.A","        Bahrain","69.67671232876712","66.40821917808219","61.4027397260274","60.25136612021858","55.986301369863014","51.323287671232876","49.084931506849315","48.24590163934426","46.082191780821915","43.9041095890411","42","41.0792349726776","42.43561643835616","43.92328767123288","42.42739726027397","43.58743169398907","42.40821917808219","42.0022","38.00305205479452","36.743169398907106","54","193.471","195.471","195.413","199.413","200.633","193.968","197.59","193.358","195.865","199.556","202.007","200.818","197.425","197.383","196.1829","195.5421","193.70770547945204","202.14144931506848","185.4937300546448","210.5174602739726","216.19964657534246","216.20197808219177","215.49838907103825","213.02309315068493","211.09113698630136","211.2317301369863","184.5250142076503","188.54464845514946","201.77721747839527","192.67238078380575",""
"INTL.53-1-BGD-TBPD.A","        Bangladesh","","","","","","","","0","0","0","0.2","0.4","0.7","0.7","0.6","0.8","0.7","1","0.9","1","3","3","3","3","2.495890410958904","2","3.591780821917808","4","4","6","6","6.746","9.56","9.533","8.524","6.386566666666667","5.6188","5.091","5.088","4.8520666666666665","4.1659","4.1431","4.1263","4.1286","14.9256","14.9247","13.9236","13.731840983606558","13.405835402264056","13.096720233041424","12.793995341570268",""
"INTL.53-1-BRB-TBPD.A","        Barbados","","","","","","","","0","0","1","1","2","2","1.9","1.2","1.2","1","1.1","1","1.2","1","1","1","1","1","1","1","1","1","1.071309589041096","1.0138465753424657","1.002","1","1","1","1.001","1.001","1.001","1.001","1.001","1.001","1.001","1","1","0.6408575342465753","1.001","1.001","1.001","0.5335205479452054","0.5074438356164384","1.507849315068493",""
"INTL.53-1-BLR-TBPD.A","        Belarus","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","42","40","40","39","36.82993442622951","36.11455068493151","36.49975890410959","37.116164383561646","36.919","37.04","36.92","36.4","34.679","35.855","36.202","36.211","35.29208","32.257","31.9088","30.71735","30.226","31.1301","32.6124","26.399531506849314","32.959266666666664","32.175024657534244","33.874112328767126","34.25623150684932","34.58876065573771","34.1826539008157","31.967008350099704","29.814287863824454",""
"INTL.53-1-BEL-TBPD.A","        Belgium","","","","","","","","8","8","9","10","11","11","6.1","5.6","8.2","11","11","9.1","10","","","","","","","","","","","","10.688","8.691","11.914","11.224","10.7599","10.9045","21.1237","20.0665","20.2646","20.984","25.5009","21.057","19.9088","19.6025","18.8857","24.3528","23.6427","24.79236143224496","24.6058295771095","24.939280789220742",""
"INTL.53-1-BLZ-TBPD.A","        Belize","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","2.2573095890410957","2.9997972602739726","3.5106639344262294","3.9895013698630137","4.146978082191781","3.853449315068493","2.814051912568306","2.1708383561643836","1.760041095890411","1.7084931506849315","1.7","0.9896624109287672","0.8259573972273972","0.9703505987671233","1.7","0","0","0.7871234",""
"INTL.53-1-BEN-TBPD.A","        Benin","","","","","","","","0","0","0","4","7","8","8","7","5","4","4","4","5.6","4","3","2","1","1","1","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-BMU-TBPD.A","        Bermuda","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-BTN-TBPD.A","        Bhutan","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-BOL-TBPD.A","        Bolivia","","","","","","","","32","26","30","28","27","26","23","24","24","25","26","26","28","25.915068493150685","33","38","42","41","47","40","38.831071038251366","43.93034246575343","44.88394520547945","47.39079452054794","56.51426775956284","51.05228493150685","63.43208493150685","64.53701917808219","51.4991174863388","45.85590136986301","47.76684246575343","49.141997260273975","57.393867759562845","64.97111506849315","68.7762602739726","73.60934657534247","77.42940983606557","78.17478123283561","56.892103232912326","52.12348290404932","48.59407146219126","65.40553047092055","61.983888879846575","57.62912436689315",""
"INTL.53-1-BIH-TBPD.A","        Bosnia and Herzegovina","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","","","","","","","","","","","","0","0","-0.073","-0.059","-0.093","-0.0813","-0.0127","0.05727","0.1061","0.2","0.1707","0.1923","0.1865","0.1942","0.1966","0.1993","0.1884","0.20605362283020215","0.2031851416578563","0.2081702870871233",""
"INTL.53-1-BWA-TBPD.A","        Botswana","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-BRA-TBPD.A","        Brazil","","","","","","","","245","283","348","460","614","734","740","768","751","790","821","838","824","669.6273972602739","686.9078958904109","711.6971671232877","801.1066803278688","861.6040301369864","995.9923808219178","1129.3510739726028","1268.05668852459","1336.3294849315068","1499.0337150684932","1548.2236465753424","1584.547092896175","1756.6056767123287","1863.8530054794521","1895.9335342465754","2429.4303098360656","2554.2000465753426","2714.3093904109587","2687.0416534246574","2655.8519349726776","2697.2732616438357","2954.4714328767122","3170.1922643835615","3219.382080327869","3356.2156535086465","3412.790656374907","3659.46013941937","3767.5390111101638","3689.5498106128525","3810.2661886880724","4281.785796001285",""
"INTL.53-1-VGB-TBPD.A","        British Virgin Islands","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-BRN-TBPD.A","        Brunei","","","","","","","","270","188","179","187","175","168","181","150","148","142","160","171","178","190.5205479452055","183.66027397260274","182","172","170.5945205479452","165","189","195","203","209.36712328767123","213","210.31264480874316","205.95945205479453","220.32697260273972","189.9666301369863","157.7529387978142","148.8236191780822","153.29123150684933","169.3428410958904","158.7005382513661","135.44874931506848","126.78161095890411","126.96547671232877","120.99198797814208","113.3402506849315","111.58755479452054","121.5264410958904","109.9940912568306","106.71072264925259","93.65686407747589","94.65103046320928",""
"INTL.53-1-BGR-TBPD.A","        Bulgaria","","","","","","","","3","3","3","3","4","6","-0.2","0.09789268493151","-1.5","4.7","3.5","0.03394316988493","0.4","1","1","0.8","0.8","0.8","0.8","0.5","0.5","0.5","1","1","3.661","3.357","3.378","3.125","3.4224","3.0794","3.0589","2.9946","3.3832","3.6614","2.854791780821918","3.9468","4.2034","6.0457","6.0647","6.0875","5.9982","6.142786379499914","6.119306322579973","6.1601399615128765",""
"INTL.53-1-BFA-TBPD.A","        Burkina Faso","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-MMR-TBPD.A","        Burma","","","","","","","","30","27","30","30","32","30","24","17","14","16","14","16","15","13","13","9","8","8","8","8","12","12.851232876712329","16.2","19.904120547945205","20.246879781420766","22.751","21.791","21.793","22.03923442622951","18.709731506849316","21.045067123287673","20.636","20.5894","20.5829","20.196242465753425","15.5365","15.5264","11.5399","9.544","8.5488","8.387275409836066","8.185948606313213","7.955364038581009","7.744838393504603",""
"INTL.53-1-BDI-TBPD.A","        Burundi","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-CPV-TBPD.A","        Cabo Verde","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-KHM-TBPD.A","        Cambodia","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-CMR-TBPD.A","        Cameroon","","","","","","","","58","87","109","114","135","185","177","174","163","170","161","153","140","130","116","100.97260273972603","107","116.97260273972603","121.45205479452055","113.98630136986301","113.77637978142077","102.8489808219178","108.2087698630137","102.18142191780822","97.59576229508197","89.84597260273972","91.88719178082192","86.83584931506849","81.76153661202186","77.3506095890411","65.4585","62.12417397260274","63.3659","62.99956438356164","75.3438","98.3637","92.3527","76.32675205461643","69.22649452039727","69.59111143003288","67.02330056477595","63.61319304553604","61.26202583780879","54.395390036268985",""
"INTL.53-1-CAN-TBPD.A","        Canada","1798.109589041096","1550.9534246575342","1430.2301369863014","1313.983606557377","1321.1342465753426","1316.021917808219","1500.1780821917807","1435.2021857923498","1284.7287671232878","1271.150684931507","1356.2301369863014","1437.622950819672","1471.0520547945205","1474.2191780821918","1534.9287671232876","1616.2322404371585","1560.0958904109589","1552.9996712328766","1547.9806438356165","1605.2250251338764","2176.309589041096","2293.917791780822","2400.2999616438356","2479.427136612022","2589.0989726027397","2672.9981068493153","2603.830928767123","2721.5416338797813","2727.9535780821916","2858.1593205479453","3003.465178082192","3158.5254590163936","3202.2939287671234","3382.95964109589","3492.692684931507","3345.1750967213115","3308.373717808219","3429.9934739726027","3583.7165712328765","3842.1190355191256","4056.8524876712327","4378.220669863013","4493.867161643836","4576.818819672131","4946.555156164383","5348.1455602739725","5477.585794520548","5234.650101639344","5537.4510031105865","5693.533535115962","5759.5178325957295",""
"INTL.53-1-CYM-TBPD.A","        Cayman Islands","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-CAF-TBPD.A","        Central African Republic","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-TCD-TBPD.A","        Chad","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","32.6986301369863","173.0737704918033","170","156.24657534246575","144","127.1639344262295","119.47123287671234","122.52054794520548","114.96438356164384","104.48360655737704","100","121","123","114","127.919117","131.5152395342137","128","122.75409836065573","105.52328767123288","109.56438356164384","124.01095890410959",""
"INTL.53-1-CHL-TBPD.A","        Chile","","","","","","","","46","52","54","50","50","48","44","43","38","36","35","32","29","19.33150684931507","18.931424657534247","14.531646575342466","12.847330601092896","10.16122191780822","9.862720547945205","9.783109589041096","9.035215846994536","10.287301369863014","9.358498630136987","8.520512328767124","13.626265027322404","12.328857534246575","16.944731506849315","15.281432876712328","12.558379234972678","12.717776712328767","17.73304109589041","18.08686712328767","17.192371584699455","15.693456164383562","14.100765753424657","12.65317397260274","11.014797267759564","11.854534246575342","15.18615205479452","18.91924109589041","15.91923606557377","15.965946363204392","16.764406000036416","18.074348197976985",""
"INTL.53-1-CHN-TBPD.A","        China","1089.8794520547945","1315.131506849315","1490.013698630137","1669.7513661202186","1873.9424657534246","2082.0986301369862","2122.06301369863","2113.8524590163934","2012.4383561643835","2045","2119.6027397260273","2295.6693989071036","2505.1643835616437","2620.2876712328766","2690","2730.3196721311474","2756.7917808219177","2773.9991589041097","2835.0004301369863","2844.663105511848","2912.145205479452","2921.8257369863013","3000.4984767123287","3138.090786885246","3214.4561315068495","3224.4758684931508","3203.4042054794522","3260.871844262295","3290.2059643835614","3352.2964630136985","3402.269624657534","3756.644986338798","3856.4392876712327","3930.1622383561644","4028.7088684931505","4169.733267213115","4196.292306849315","4557.519473972603","4616.179716438356","4707.142516939891","4840.534912328767","4982.802594520548","5103.410150684931","4838.198454644808","4688.222720253334","4706.352145322893","4825.0358503823345","4828.245993685079","4964.475354372053","5117.647527051633","5261.236085712133",""
"INTL.53-1-COL-TBPD.A","        Colombia","","","","","","","","134","133","149","158","174","182","315","396","387","417","454","430","445","456.3643835616438","463.51212602739724","588.6681863013698","634.9225136612022","656.1949780821918","744.7232876712329","820.4654767123287","688.1857923497267","605.9923178082191","580.1444575342466","545.3318575342465","538.3320300546449","538.6226684931507","542.2927178082192","546.5745150684932","603.3667109289618","689.3770561643836","804.6706657534247","937.4966506849315","973.4439721311476","1032.2897315068494","1015.1855465753424","1034.1784383561644","914.9251535519126","884.3143851206247","892.9452642710739","916.4082891150795","812.2474289344262","767.5322711315248","784.9995885496662","808.0599319330358",""
"INTL.53-1-COM-TBPD.A","        Comoros","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-COD-TBPD.A","        Congo-Kinshasa","","","","","","","","20","20","23","25","32","33","32","32","30","28","29","28","26","23","25","28","29","28","26","26","23","25","23","26","28","25","24","24","19.957650273224044","22","21","20.161643835616438","20","20","20","20","20","19","25","24","23","22","21","19",""
"INTL.53-1-COK-TBPD.A","        Cook Islands","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-CRI-TBPD.A","        Costa Rica","","","","","","","","0","0","0","0","0","0","-0.2","-0.1","-0.1","-0.2","-0.2","-0.2","-0.2","","","","","","","","","","","","1.023","1.877","1.856","2.637","2.3118","1.2225","-0.0926","-0.0327","1.259","1.324","1.331","1.479","1.571","0","0","0","0","0.4","0.4","0.4",""
"INTL.53-1-CIV-TBPD.A","        Cote d'Ivoire","","","","","","","","2","8","10","24","28","29","20","18","12","1.7","1.7","1.8","1.3","6","7","7","16","14","10","10","7","6","15.863013698630137","22.931506849315067","24.777","40.936","63.297","49.044","59.90072732240437","58.3908602739726","44.434876712328766","40.14944109589041","38.56130054644809","37.8395","36.8107","30.638501369863015","41.545090163934425","39.086376","38.04986","40.404989","37.79513736536885","34.1093229552042","31.410251129460182","30.541483391030958",""
