Report generated on: 07-12-2024 00:33:58
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"","petroleum and other liquids production (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.68-1-FIN-TBPD.A","        Finland","","","","","","","","37","33","24","28","27","26","26","27","29","29","29","26","24","21","26.986301369863","35.7178082191781","16.8306010928962","19.4356164383562","16.1561643835616","14.2301369863014","13.1639344262295","12.8931506849315","13.7424657534247","16.1808219178082","16.7650273224044","15.1561643835616","14.4794520547945","17.3506849315069","15.4426229508197","14.5917808219178","14","16.4958904109589","13.9180327868852","15.8547945205479","17.813698630137","","","","","","","","","",""
"INTL.68-1-CSK-TBPD.A","        Former Czechoslovakia","","","","","","","","59","64","53","56","39","39","41","43","45","70","74","55","54","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","",""
"INTL.68-1-SCG-TBPD.A","        Former Serbia and Montenegro","","","","","","","","","","","","","","--","--","--","--","--","--","9.5","9.7","8.7","7.2","17","15","15","10","8.09153824043716","5.9436373260274","5.92714117260274","9.8838162630137","9.39671201092896","9.66228843835616","--","--","--","--","--","--","--","--","--","","","","","","","","","",""
"INTL.68-1-SUN-TBPD.A","        Former U.S.S.R.","","","","","","","","","","","","","","1614","1690","902","1094","1123","936","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","",""
"INTL.68-1-YUG-TBPD.A","        Former Yugoslavia","","","","","","","","","","","","","","57","58","62","54","38","38","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","",""
"INTL.68-1-FRA-TBPD.A","        France","","","","","","","","347","285","262","238","207","228","209","210","226","285","338","288","265","257","277.594520547945","301.268493150685","301.218579234973","342.205479452055","335.183561643835","312.912328767123","345.166666666666","351.583561643836","325.230136986301","348.361643835617","349.871584699454","338.016438356165","317.419178082192","315.986301369863","340.677595628415","295.230136986301","292","303.076712328767","237.166666666667","237.939726027397","240.276712328767","","","","","","","","","",""
"INTL.68-1-GUF-TBPD.A","        French Guiana","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-PYF-TBPD.A","        French Polynesia","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-GMB-TBPD.A","        Gambia, The","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-GEO-TBPD.A","        Georgia","","","","","","","","","","","","","","--","--","--","--","--","--","6.2","0.2","0.4","0.1","0.05","0.05631","0.03759","0.0460597808219178","0.0448555846994536","0.124776131506849","0.142716887671233","0.143176701369863","0.143244065573771","0.138523331506849","0.138008284931507","0.448526926027397","0.567958032786885","0.138468098630137","0","0","0.00395674520547945","0","0","","","","","","","","","",""
"INTL.68-1-DEU-TBPD.A","        Germany","","","","","","","","","","","","--","--","--","--","--","--","--","440","452","464","504.150684931506","493.260273972603","472.931693989071","459.221917808219","492.739726027398","496.871232876712","464.959016393444","440.679452054794","451.11506849315","455.961643835616","476.857923497268","478.545205479452","463.158904109589","457.969863013698","473.792349726775","447.641095890411","451","445.890410958904","447.292349726776","431.416438356165","435.265753424658","","","","","","","","","",""
"INTL.68-1-DDR-TBPD.A","        Germany, East","","","","","","","","49","43","52","57","53","59","47","37","35","84","69","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","",""
"INTL.68-1-DEUW-TBPD.A","        Germany, West","","","","","","","","469","565","300","312","399","389","387","410","441","381","413","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","",""
"INTL.68-1-GHA-TBPD.A","        Ghana","","","","","","","","","","","","","","1.3","1.3","2.6","3.6","2.9","1.4","1","1.8","1.7","2.6","1.1","2.3","1","1","1.17330265573771","1.2745591890411","1.29421647123288","1.5260346739726","1.90403655737705","2.08529635068493","1.04619501369863","1.38360338630137","1.39113452459016","0.38773015890411","1.06953987945205","1.16395545205479","0.556456032786885","0.531470465753425","0.159441336986301","","","","","","","","","",""
"INTL.68-1-GIB-TBPD.A","        Gibraltar","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-GRC-TBPD.A","        Greece","","","","","","","","37","35","40","48","21","15","33","35","35","35","33","27","30","25","33.5315068493151","39.1041095890411","46.2322404371585","46.7315068493151","46.7534246575342","43.027397260274","51.4972677595629","48.9534246575343","47.4328767123288","55.2904109589041","53.2049180327868","44.186301369863","49.5095890410958","55.06301369863","50.2677595628415","51.4082191780822","58","46.0876712328768","47.8770491803279","72.2465753424658","86.7890410958904","","","","","","","","","",""
"INTL.68-1-GRL-TBPD.A","        Greenland","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-GRD-TBPD.A","        Grenada","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-GLP-TBPD.A","        Guadeloupe","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-GUM-TBPD.A","        Guam","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-GTM-TBPD.A","        Guatemala","","","","","","","","","","","","","","0.3","0.5","0.5","0.3","0.4","0.3","0.4","0.4","0.4","5.9","0.4","0.4","0.6","0.6","1.0730717704918","1.54336185205479","1.18660569863014","1.36891959452055","0.97139356284153","0.677289106849315","0.836208854794521","1.02439749041096","0.638716885245902","1.11168450410959","0.825040328767123","0.849870805479452","0.678465344262295","0.475021873972603","0.59726005479452","","","","","","","","","",""
"INTL.68-1-GIN-TBPD.A","        Guinea","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-GNB-TBPD.A","        Guinea-Bissau","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-GUY-TBPD.A","        Guyana","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-HTI-TBPD.A","        Haiti","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00469849180327869","0","0","","","","","","","","","",""
"INTL.68-1-HITZ-TBPD.A","        Hawaiian Trade Zone","","","","","","","","","","","","","","4.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","",""
"INTL.68-1-HND-TBPD.A","        Honduras","","","","","","","","","","","","","","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-HKG-TBPD.A","        Hong Kong","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-HUN-TBPD.A","        Hungary","","","","","","","","57","56","58","62","36","37","38","38","36","36","31","30","28","36","41.6","43.3095890410959","36.5409836065573","45.3945205479453","52.1643835616437","53.0821917808219","50.1120218579235","43.7917808219178","44.372602739726","49.213698630137","52.7677595628416","61.7479452054794","65.1808219178082","64.4082191780821","62.0437158469945","56.5534246575343","61","62.6136986301369","57.2896174863389","58.227397260274","61.7616438356165","","","","","","","","","",""
"INTL.68-1-ISL-TBPD.A","        Iceland","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-IND-TBPD.A","        India","","","","","","","","","","","","","","199","211","201","228","201","234","236","231","258","241","251","299","302","318","542.641885245902","529.967616438356","578.099232876712","651.681315068493","670.364754098361","695.513424657534","821.800520547945","878.263232876712","826.329699453552","987.146191780822","1028.60082191781","917.730602739726","1032.69459016393","1049.20805479452","1033.02293150685","","","","","","","","","",""
"INTL.68-1-IDN-TBPD.A","        Indonesia","","","","","","","","","","","","","","138","88","89","79","96","146","84","107","84","79","87","88","71","66","124.744716896175","132.427776909589","118.726338958904","141.770880558904","134.824283256831","138.217020284932","157.217682827397","157.684022279452","171.948734010929","167.336869819178","164.490524547945","163.175890410959","123.762404371585","121.586356164384","156.32597260274","","","","","","","","","",""
"INTL.68-1-IRL-TBPD.A","        Ireland","","","","","","","","2.6","2","0","2","0.3","0.6","1.2","2.1","1.8","2.1","2.8","2","2","1.7","2.33972602739726","2.66027397260274","2.62295081967213","3.95342465753426","5.03835616438356","4.20821917808219","3.93169398907104","2.21643835616438","2.64383561643835","2.82191780821918","2.68032786885245","2.26849315068493","2.24931506849315","2.08493150684932","2.3879781420765","2.23561643835617","2.2","1.7041095890411","1.34426229508197","1.97808219178082","1.71780821917808","","","","","","","","","",""
"INTL.68-1-ISR-TBPD.A","        Israel","","","","","","","","23","22","22","24","7.8","7.1","7.5","8.5","9.6","12","7.3","11","16","17","18.6136986301369","22.1506849315069","17.8060109289618","24.1260273972602","28.0219178082192","27.1479452054795","29.0819672131148","27.0849315068493","17.4356164383561","19.9013698630137","9.01092896174859","22.4301369863014","21.1698630136986","24.1095890410959","27.0546448087432","24.9808219178082","32","30.0821917808219","31.5737704918033","30.1150684931507","43.9561643835616","","","","","","","","","",""
"INTL.68-1-ITA-TBPD.A","        Italy","","","","","","","","275","271","204","195","184","190","213","195","188","213","221","232","282","239","249.704109589041","256.857534246575","249.409836065574","273.375342465753","291.356164383562","280.594520547945","297.450819672131","293.493150684931","275.134246575343","300.975342465753","299.718579234972","312.813698630137","322.26301369863","324.819178082192","285.128415300546","249.224657534247","304","314.235616438356","263.453551912568","262.731506849315","241.827397260274","","","","","","","","","",""
"INTL.68-1-JAM-TBPD.A","        Jamaica","","","","","","","","","","","","","","0.6","0.6","2.5","0.6","0.9","1","0.9","0.7","0.7","0.5","0.7","0.7","0.8","0.3","0.740353901639344","0.729594476712329","0.852116350684931","0.653269380821918","0.524683573770492","0.340791912328767","0.761954038356164","0.809981523287671","2.53040406557377","1.94745872876712","1.78962141369863","1.99120412054795","1.67566101639344","1.53344511780822","1.70700900821918","","","","","","","","","",""
"INTL.68-1-JPN-TBPD.A","        Japan","","","","","","","","1010","1224","659","493","481","456","448","463","481","475","520","571","614","650","667.706849315068","676.87397260274","666.382513661202","723.961643835617","694.523287671232","690.778082191781","686.043715846994","694.53698630137","692.6","710.31506849315","721.341530054645","762.345205479451","761.183561643836","766.238356164384","731.265027322404","696.726027397261","715","666.405479452055","659.775956284154","686.539726027397","639.509589041096","","","","","","","","","",""
"INTL.68-1-JOR-TBPD.A","        Jordan","","","","","","","","","","","","","","4.1","4.7","4","4.2","3.7","2.5","5.6","4.7","6.1","5","5.3","4.9","5.5","6","4.97220403278688","3.95419476164384","4.01267247123288","3.93134167671233","3.82325514754098","6.35089881096986","5.52546804606027","5.16099946840548","5.2603753879235","5.625987308","4.75606810351781","3.96979782950137","3.97777525284153","3.78798540819726","4.71502116126027","","","","","","","","","",""
"INTL.68-1-KAZ-TBPD.A","        Kazakhstan","","","","","","","","","","","","","","--","--","--","--","--","--","30","30","65","36","18","19","26","29","8.08113543169399","10.4326638246575","10.9169804054795","12.0407793972603","12.230854284153","14.5743997808219","17.3680300931507","17.704119539726","13.3723953114754","13.2847928767123","14.9067453260274","17.0807212054795","17.6350056328767","19.4377244273973","23.9244944876712","","","","","","","","","",""
"INTL.68-1-KEN-TBPD.A","        Kenya","","","","","","","","","","","","","","1.4","1.7","1.1","1.4","1.8","1.6","2","1.8","3.4","3.4","1.1","1.5","3.2","2.5","3.00590960655738","2.58384332054795","2.32690152328767","2.09066248767123","2.25290586885246","2.3907770630137","2.31941697534247","1.16221749041096","2.12770567213115","1.95331436712329","2.21382706849315","2.39645145205479","1.36903465573771","0.846928931506849","1.88457879452055","","","","","","","","","",""
"INTL.68-1-KIR-TBPD.A","        Kiribati","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-XKS-TBPD.A","        Kosovo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-KGZ-TBPD.A","        Kyrgyzstan","","","","","","","","","","","","","","--","--","--","--","--","--","0","0","0","0","0","2.3","3.1","0.0922858520547945","0.074512131147541","0.0688077369863013","0.0445683577706887","0.0444465863013699","0.0442865901639344","0.0429345863013699","0.0420874520547945","0.0607768767123288","0.0655082950819672","0.0485441753424658","0.0486373808219178","0.0449954630136986","0.040377304109589","0.038058904109589","0.0760038904109589","","","","","","","","","",""
"INTL.68-1-LAO-TBPD.A","        Laos","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-LVA-TBPD.A","        Latvia","","","","","","","","","","","","","","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-LBN-TBPD.A","        Lebanon","","","","","","","","","","","","","","1.4","1.2","0.6","0.6","0.5","0.2","0.7","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-LSO-TBPD.A","        Lesotho","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-LBR-TBPD.A","        Liberia","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-LTU-TBPD.A","        Lithuania","","","","","","","","","","","","","","--","--","--","--","--","--","7.5","8","3","2.2","2.8","4.2","4.8","6","6.31275992349727","9.58922032876712","7.81230451506849","11.1077344986301","12.353011431694","13.2686511671233","11.4960270575342","8.52305976986301","12.424580579235","11.3694250958904","10.9922457753425","11.3224069041096","10.4954627287671","11.3245480547945","15.2284050739726","","","","","","","","","",""
"INTL.68-1-LUX-TBPD.A","        Luxembourg","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-MAC-TBPD.A","        Macau","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-MDG-TBPD.A","        Madagascar","","","","","","","","","","","","","","0.1","0.1","0.4","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.302167321989071","0.248546044289315","0.174414377315068","0.38251784109589","0.232786938946448","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-MWI-TBPD.A","        Malawi","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-MYS-TBPD.A","        Malaysia","","","","","","","","","","","","","","18","19","20","26","16","15","18","18","33","21","63","70","90","61","70.8446544153005","82.8971679342466","62.1861627068493","73.0030733041096","68.3955637700546","61.1150927539726","86.0320574136986","61.6682831345973","113.277839716011","122.147169865556","109.952341025753","109.092960756164","104.317644218579","79.5022733610959","74.5587146520548","","","","","","","","","",""
"INTL.68-1-MDV-TBPD.A","        Maldives","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-MLI-TBPD.A","        Mali","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-MLT-TBPD.A","        Malta","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-MTQ-TBPD.A","        Martinique","","","","","","","","","","","","","","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.42613155452459","0.420308793665754","0.437851364252055","0.432876684723288","0.423111400622951","0.413463403528767","0.407919820536986","0.416216395134247","0.419549753803279","0.419331273238356","0.422156332010959","0.434177316789041","0.439504739409836","0.444782286641096","0.463041528657534","","","","","","","","","",""
"INTL.68-1-MRT-TBPD.A","        Mauritania","","","","","","","","","","","","","","0","2.7","5.4","0.1","0.2","0.2","2.5","2.5","2.5","2.5","2.5","2.6","2.6","2.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-MUS-TBPD.A","        Mauritius","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-MEX-TBPD.A","        Mexico","","","","","","","","286","218","275","314","85","109","112","117","125","127","132","149","164","155","188.32602739726","173.734246575342","165.043715846995","189.347945205479","191.715068493151","180.857534246575","171.24043715847","173.167123287671","175.586301369863","202.454794520548","213.620218579235","215.287671232877","241.205479452055","243.12602739726","223.196721311475","216.079452054795","196","222.580821917808","221.010928961749","236.424657534247","242.076712328767","","","","","","","","","",""
"none","        Micronesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.68-1-MDA-TBPD.A","        Moldova","","","","","","","","","","","","","","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0215558575342466","0.020580997260274","0.00384420821917808","0.00526445901639344","0.00993225205479452","0.1058848","0.10496517260274","0.0689681315068493","0.0689681315068493","0.0230975342465753","","","","","","","","","",""
"INTL.68-1-MNG-TBPD.A","        Mongolia","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-MNE-TBPD.A","        Montenegro","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-MSR-TBPD.A","        Montserrat","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-MAR-TBPD.A","        Morocco","","","","","","","","","","","","","","12","11","12","16","18","17","21","18","16","17","17","14","15","20","21.5803329071038","22.084857939726","21.3321180821918","17.157137490411","23.8081545355191","25.2891897972603","22.0094323945205","23.2567841424658","24.5545364371585","19.8749709369863","34.9762008767123","27.7135341260274","28.7737128852459","26.8866463342466","30.1849163287671","","","","","","","","","",""
"INTL.68-1-MOZ-TBPD.A","        Mozambique","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-NAM-TBPD.A","        Namibia","","","","","","","","","","","","","","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-NRU-TBPD.A","        Nauru","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-NPL-TBPD.A","        Nepal","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-NLD-TBPD.A","        Netherlands","","","","","","","","188","153","136","154","314","264","319","370","453","460","455","436","409","392","457.336986301371","479.501369863014","455.387978142076","481.243835616439","442.27397260274","439.057534246576","493.964480874317","527.890410958904","441.512328767123","492.15890410959","510.16393442623","580.824657534247","553.682191780822","306.230136986301","320.546448087432","332.646575342466","278","299.060273972603","287.005464480874","281.94794520548","281.317808219178","","","","","","","","","",""
"INTL.68-1-NLDA-TBPD.A","        Netherlands Antilles","","","","","","","","","","","","","","56","40","51","44","41","37","47","59","55","64","64","55","56","58","53.7204476393443","56.6128310465753","45.7932943013699","40.1209628931507","52.9383313224044","52.6353125589041","48.1139087013699","47.1901702794521","39.7158879016393","29.6299390794521","18.5765323945205","36.3246856657534","29.911187769863","27.1630436493151","31.9141774136986","","","","","","","","","",""
"INTL.68-1-NCL-TBPD.A","        New Caledonia","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-NZL-TBPD.A","        New Zealand","","","","","","","","4.3","5","2","3","4.4","3","4.3","8","7.8","8.3","8.6","8.3","8.6","9","9.11506849315068","7.84383561643835","8.39071038251366","9.0027397260274","9.13150684931507","8.85205479452055","8.8224043715847","8.48767123287672","8.71780821917808","8.92876712328768","8.41530054644809","9.05205479452055","9.68493150684931","9.57260273972603","9.57377049180328","9.56986301369863","9.9","9.86027397260274","9.47540983606558","9.00821917808219","9.59178082191781","","","","","","","","","",""
"INTL.68-1-NIC-TBPD.A","        Nicaragua","","","","","","","","","","","","","","0.5","0.3","0.3","0.3","0.3","0.4","0.8","0.9","0.7","1.4","0.3","1.2","0.9","1.4","1.50391289617486","1.61631049863014","1.33452357260274","1.58456275068493","1.61522004371585","1.62494037260274","1.49281534246575","1.68670202739726","1.29285885245902","1.20473460821918","1.19789507945205","1.26575559452055","0.784938131147541","1.15457976986301","1.07198141369863","","","","","","","","","",""
"INTL.68-1-NER-TBPD.A","        Niger","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0315448767123288","0.29303262295082","0.436263090410959","0.401615506849315","","","","","","","","","",""
"INTL.68-1-NIU-TBPD.A","        Niue","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-PRK-TBPD.A","        North Korea","","","","","","","","","","","","","","1.4","1.4","1.3","1.2","1.5","1.6","1.2","1.1","1.1","1","0.6","0.6","1.1","1.1","0.195919672131148","0.292329665753425","0.29291858630137","0.285559495890411","0.288027049180328","0.243317391780822","0.186613939726027","0.223704887671233","0.229534131147541","0.26569015890411","0.270455375342466","0.269351408219178","0.268615475409836","0.297445610958904","0.273067890410959","","","","","","","","","",""
"INTL.68-1-MKD-TBPD.A","        North Macedonia","","","","","","","","","","","","","","--","--","--","--","--","--","1.5","1.7","0.09576","0.06703","0.4","0.2","4.5","1.2","0.389236032786885","0.318927747945206","0.264546838356164","0.414583495890411","0.434086229508197","0.515572076712329","0.606537961643836","0.57538375890411","0.552909737704918","0.533517238356164","0.432301512328767","0.351878301369863","0.126774590163934","0.0416587068493151","0.000588920547945206","","","","","","","","","",""
"none","        Northern Mariana Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.68-1-NOR-TBPD.A","        Norway","","","","","","","","24","36","18","24","15","16","16","26","22","26","33","33","39","36","38.7726027397261","31.4027397260274","33.3087431693989","32.709589041096","34.7972602739726","40.0547945205479","46.3551912568306","36.5917808219178","39.3534246575343","40.6931506849315","40.5","46.1260273972603","44.3369863013698","50.5287671232877","50.4371584699453","50.0958904109589","49","47.7835616438356","56.9535519125683","57.6602739726027","50.5397260273973","","","","","","","","","",""
"INTL.68-1-OMN-TBPD.A","        Oman","","","","","","","","","","","","","","0.8","0.9","1.1","1.3","1.5","1.5","1.4","1.3","1.6","1.9","1.8","1.9","1.6","1.6","2.77371584699454","2.32049315068493","2.96471232876712","3.00120547945205","2.79098360655738","3.05687671232877","3.0386301369863","1.82969863013699","22.7730054644809","24.690904109589","19.1732054794521","18.6600547945206","24.3311475409836","17.0625205479452","21.3525479452055","","","","","","","","","",""
"INTL.68-1-PAK-TBPD.A","        Pakistan","","","","","","","","","","","","","","13","13","14","11","6.9","15","23","26","7.9","15","14","13","12","16","26.2148218579235","29.0946980821918","35.2149720547945","35.4054926027397","38.968974863388","40.3039035616438","41.7440131506849","41.7894301369863","36.6078819672131","34.7412049863014","37.2794634082192","41.2215205150685","36.0757443060109","39.9970905643836","42.7173515726027","","","","","","","","","",""
"INTL.68-1-PSE-TBPD.A","        Palestinian Territories","","","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-PAN-TBPD.A","        Panama","","","","","","","","","","","","","","1","1.2","1.1","1","1.1","1.2","1.6","1.1","0.8","11","1","1.2","1.3","3","8.08527127868852","2.67903143013699","1.70093953972603","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-PNG-TBPD.A","        Papua New Guinea","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0.0264","0.02632","0.02743","0.0253","0.0253063232876712","0","0","0","0","3.50270181649508","5.79590795888219","4.32055992729863","4.11471238645479","4.89555043403279","4.34320296986301","6.62051566027397","4.20337656986301","6.9574218295082","9.94284114082192","7.12459889753425","","","","","","","","","",""
"INTL.68-1-PRY-TBPD.A","        Paraguay","","","","","","","","","","","","","","0.1","0.2","0.2","0.3","0.3","0.3","0.2","0.1","0.2","0.1","0.07886","0.07462","0.06404","0.0570396821917808","0.0508888524590164","0.0494651835616438","0.0466683287671233","0.0401011397260274","0.0307281639344262","0.015084098630137","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
