Report generated on: 07-12-2024 00:37:33
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"INTL.130-1-GAB-TST.A","        Gabon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-IRN-TST.A","        Iran","901.99099","904.99651","1027.35292","1038.48807","1050.63284","1119.46042","1288.60211","1108.92386","1063.72915","1086.87766","1154.11857","859.8018","987.67108","1164.03936","1141.45659","1164.03936","1141.45659","1241.3700995583","1261.5239397959","1050.1956306159","1166.5994175309","1124.892030336","1031.76216","1153.0814195201","1239.8721991085","1382.8807886969","1349.5197782854","1463.8683078738","1413.9726474622","1155.22088","1084.67304","1159.63012","1032.86447","1100.6627370151","1035.4312312766","1209.23407","1338.20434","1581.70241438","1717.17962031","1512.97228357","1539.63054861","1638.174527297","1650.15807"
"INTL.130-1-IRQ-TST.A","        Iraq","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-KWT-TST.A","        Kuwait","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-LBY-TST.A","        Libya","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-NGA-TST.A","        Nigeria","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-SAU-TST.A","        Saudi Arabia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-ARE-TST.A","        United Arab Emirates","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-VEN-TST.A","        Venezuela","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-OENA-TST.A","    OECD - North America","148763.34836","146286.45779","124579.76927","107432.23491","130779.16071","129573.23357","118859.88268","118050.78714","136890.36735","139632.91463","136556.36742","132782.05798","117682.6156","111096.31335","111706.99309","118426.67485","119306.31823","117895.36143","107589.86524","92597.34693","93327.07615","83355.57989","73073.23221","74444.50585","81434.25356","89022.5556","86148.83343","93079.0564","98945.55022","80195.25712","111134.8942","128802.71888","126156.07257","125638.4372","118055.651514109","97379.16771","88251.305647176","111523.54335","116304.83053","107884.47853139","87339.54957996","96149.97962438","90991.1446816152"
"INTL.130-1-CAN-TST.A","        Canada","15598.78881","16698.89419","15571.23106","16664.72258","23543.13698","26864.39701","24573.79683","24915.51293","31114.90437","31213.00996","30489.8946","32280.04604","24297.11702","28431.88183","30058.89139","31552.52144","32745.22086","34106.57371","31171.12218","31341.98023","31045.45884","31535.98679","28391.09636","26540.31787","28118.82579","33946.73876","32417.83479","36167.89341","31244.97695","25331.0838","31033.33343","32465.23412","34266.40866","37547.98553","35825.075","30138.25771","27575.38696","32208.39589","32701.12846","33016.68564139","27533.84750996","29732.49519438","27783.357023254"
"INTL.130-1-MEX-TST.A","        Mexico","3405.03559","3339.9993","3515.26659","4066.42159","4209.72189","4092.87703","3472.2765","3712.58008","2710.58029","3088.67262","3266.14453","2558.46151","1769.20755","1884.9501","2318.15793","1813.29995","1887.15472","2101.00286","2360.04571","2146.19757","2440.51434","2343.51106","1924.63326","3806.27643","4569.07495","3880.1312","4569.07495","4764.18382","4464.3555","3541.72203","4433.49082","6327.2594","2271.86091","2267.45167","2074.54742","3431.49103","4849.06169","5033.14746","4295.70207","3610.06525","4295.70207","4591.12115","2305.1601583612"
"INTL.130-1-USA-TST.A","        United States","129759.52396","126247.5643","105493.27162","86701.09074","103026.30184","98615.95953","90813.80935","89422.69413","103064.88269","105331.23205","102800.32829","97943.55043","91616.29103","80779.48142","79329.94377","85060.85346","84673.94265","81687.78486","74058.69735","59109.16913","59841.10297","49476.08204","42757.50259","44097.91155","48746.35282","51195.68564","49161.92369","52146.97917","63236.21777","51322.45129","75668.06995","90010.22536","89617.803","85823","80156.029094109","63809.41897","55826.856997176","74282","79308","71257.72764","55510","61826.36328","60902.6275"
"INTL.130-1-OPNO-TST.A","    Non-OPEC","620723.9608439603","622885.8050039503","608809.8616778513","602913.6805099357","649308.368193565","668627.1806538135","675799.2215705551","686914.2319552391","712014.0866818874","721129.8542445122","711378.8057278608","692070.7241964232","664587.341403835","649295.6466873045","636113.5014152653","648351.225572491","655046.5282402913","650838.0165847867","622309.6962604759","611700.2322791711","633313.6060404169","643783.0037397014","645003.103073453","711006.1427200076","775059.2255571407","847877.2767720601","888879.1113727414","945462.3701622833","982905.3289521496","989971.6286356663","1131820.3190393765","1206463.2596130474","1248361.4510876862","1271029.9429560504","1253666.3583803303","1224011.90205821","1135165.813131643","1111358.9096263256","1078010.488129238","1118207.2649726723","1059121.199194156","1091774.9583799955","1142984.7328369662"
"INTL.130-1-AFG-TST.A","        Afghanistan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-ALB-TST.A","        Albania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-ASM-TST.A","        American Samoa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-AGO-TST.A","        Angola","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-ATA-TST.A","        Antarctica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-ATG-TST.A","        Antigua and Barbuda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-ARG-TST.A","        Argentina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-ARM-TST.A","        Armenia","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-ABW-TST.A","        Aruba","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-AUS-TST.A","        Australia","44187.19866","52580.187","45783.34354","54160.89954","58356.2914","60445.16885","60527.8421","70773.81355","66978.56022","68022.44779","71243.39761","78106.37967","80381.54751","87261.06422","84721.34198","87495.85625","90594.44966","98132.04544","97885.128","107080.59802","114364.6625","120276.35103","118261.32835","123777.28759","128077.3989","141490.30698","146491.48745","156482.82529","158722.71921","143090.8611","179598.26599","161722.10472","161977.84064","175811.83114","198740.98145","210602.93936","208669.48762","209438.9","197699.2985","208409.34246","202564.89484","188055.18831","185821.90825"
"INTL.130-1-AUT-TST.A","        Austria","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-AZE-TST.A","        Azerbaijan","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-BHR-TST.A","        Bahrain","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-BGD-TST.A","        Bangladesh","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-BRB-TST.A","        Barbados","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-BLR-TST.A","        Belarus","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-BEL-TST.A","        Belgium","4448.92316","4199.8011","4019.02226","3801.86719","3759.97941","3840.44804","3283.78149","2231.07544","461.86789","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-BLZ-TST.A","        Belize","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-BEN-TST.A","        Benin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-BMU-TST.A","        Bermuda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-BTN-TST.A","        Bhutan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-BOL-TST.A","        Bolivia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-BIH-TST.A","        Bosnia and Herzegovina","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-BWA-TST.A","        Botswana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-BRA-TST.A","        Brazil","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-VGB-TST.A","        British Virgin Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-BRN-TST.A","        Brunei","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-BGR-TST.A","        Bulgaria","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-BFA-TST.A","        Burkina Faso","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-MMR-TST.A","        Burma","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-BDI-TST.A","        Burundi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-CPV-TST.A","        Cabo Verde","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-KHM-TST.A","        Cambodia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-CMR-TST.A","        Cameroon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-CAN-TST.A","        Canada","15598.78881","16698.89419","15571.23106","16664.72258","23543.13698","26864.39701","24573.79683","24915.51293","31114.90437","31213.00996","30489.8946","32280.04604","24297.11702","28431.88183","30058.89139","31552.52144","32745.22086","34106.57371","31171.12218","31341.98023","31045.45884","31535.98679","28391.09636","26540.31787","28118.82579","33946.73876","32417.83479","36167.89341","31244.97695","25331.0838","31033.33343","32465.23412","34266.40866","37547.98553","35825.075","30138.25771","27575.38696","32208.39589","32701.12846","33016.68564139","27533.84750996","29732.49519438","27783.357023254"
"INTL.130-1-CYM-TST.A","        Cayman Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-CAF-TST.A","        Central African Republic","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-TCD-TST.A","        Chad","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-CHL-TST.A","        Chile","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-CHN-TST.A","        China","114279.00721137729","114553.5834685995","122789.0284206079","131673.13674670682","145438.80552956052","160743.20703405503","164753.12607905458","171027.8385558088","180569.82422640338","194258.09567490555","198892.72177729485","199810.43302937364","205388.56949529226","212175.57861490073","226575.1684238776","238123.95641004996","251533.7817326898","244218.07510665056","240083.58320878865","236678.2847681029","255076.33012329944","271171.6388235697","285706.43490521854","338133.5555657594","391152.8941005196","435847.0723272809","473547.8571674097","508590.39697614155","535037.0888472138","574094.794711404","631791.3221143096","693706.8835859444","727004.8159145728","732384.642717998","713882.464162054","690409.54006695","602982.30927","567807.59717","533184.04007","553960.37895","553587.50313823","585430.4501501","611406.16229"
"INTL.130-1-COL-TST.A","        Colombia","244.69510819244792","251.68807598180945","273.48968144276","298.34703753435593","389.7257342776932","515.1290390045626","619.9060269745758","785.3279120758583","879.7035950146363","1071.5694759580422","1202.7904597701788","1174.8185886127328","1287.2349531593593","1247.1576083497412","1331.8959239149453","1520.1771743108634","1739.1334598836447","1915.2504721921862","1961.2630249574806","1924.7703106953504","2241.393087578374","2552.7858297281773","2576.8204837269072","2939.7196656892943","3155.2388194469518","3470.852669741945","3854.711891688716","3864.2317301918806","4321.571235971771","4281.304669680794","4372.583466884283","5044.458997420856","5235.419318417757","5024.32898","5166.52697","4935.9000394061","4427.97927","4946.16528021","6124.11358779","5951.12697718","4354.896117","4961.1368505515","6273.03125955"
"INTL.130-1-COM-TST.A","        Comoros","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-COD-TST.A","        Congo-Kinshasa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-COK-TST.A","        Cook Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-CRI-TST.A","        Costa Rica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-CIV-TST.A","        Cote d'Ivoire","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-HRV-TST.A","        Croatia","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-CUB-TST.A","        Cuba","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-CYP-TST.A","        Cyprus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-CZE-TST.A","        Czechia","--","--","--","--","--","--","--","--","--","--","--","--","--","8745.844907578963","7894.746425565242","7685.126871767288","7915.369788420548","7594.322512926765","6928.731692815492","6067.27022747647","6685.868509340329","6782.726492103555","6500.566055028482","6556.998142443496","6574.440787644501","6364.1030072794465","6454.086535757569","6425.665284459462","6176.748477061597","5788.598319441598","5664.652934719165","5957.381562710141","5730.627175097083","5025.43129","5059.6029","4506.24328","3730.22147304","3210.51425123","2468.7444991","2240.31500242","1130.05183577","1654.29834636","952.04971466"
"INTL.130-1-DNK-TST.A","        Denmark","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-DJI-TST.A","        Djibouti","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-DMA-TST.A","        Dominica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-DOM-TST.A","        Dominican Republic","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-ECU-TST.A","        Ecuador","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-EGY-TST.A","        Egypt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-SLV-TST.A","        El Salvador","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-ERI-TST.A","        Eritrea","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-EST-TST.A","        Estonia","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-SWZ-TST.A","        Eswatini","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-ETH-TST.A","        Ethiopia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-FLK-TST.A","        Falkland Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-FRO-TST.A","        Faroe Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-FJI-TST.A","        Fiji","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-FIN-TST.A","        Finland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-CSK-TST.A","        Former Czechoslovakia","12264.450578574","12041.139979577","12255.683642921","12649.703226998","12924.97515843","12648.718177466","12607.149111696","12585.4780345","12359.507803018","11783.549676165","10453.326668532","9880.4229001172","8871.5369998241","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.130-1-SCG-TST.A","        Former Serbia and Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.130-1-SUN-TST.A","        Former U.S.S.R.","168977.23485813","166145.21416218","169449.23830745","168977.23485813","168033.22795948","171337.25210475","177237.29522131","179361.31074327","181957.32971455","174877.27797468","167797.22623482","150222.59907657","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.130-1-YUG-TST.A","        Former Yugoslavia","163.04076746815","212.89166343553","223.95889315045","229.41944180395","244.81996217314","264.54787740103","256.39164646269","264.80592439203","265.29867574666","260.65980232687","266.57099325367","245.29314379513","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.130-1-FRA-TST.A","        France","7613.8912943715","7550.3471480068","7201.2589469079","7097.7490672107","6846.5895802709","6009.7166261877","5907.3523407435","5569.3613298708","4672.4898655379","4855.068852218","4607.7308266951","4355.112862673","4022.6419211762","3612.8638270973","3206.5662864498","3037.4031530063","2972.1960269269","2503.3105993331","2131.0331267662","1953.987355797","1375.5718583647","888.51668184025","694.19486329471","686.01158705738","149.32215693218","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-GUF-TST.A","        French Guiana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie"
"INTL.130-1-PYF-TST.A","        French Polynesia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-GMB-TST.A","        Gambia, The","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-GEO-TST.A","        Georgia","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-DEU-TST.A","        Germany","--","--","--","--","--","--","--","--","--","--","--","44828.74308","43190.71042","38886.18987","33403.29993","34927.79466","31715.66332","29793.23468","26048.68761","26258.12651","20791.77122","18862.72872","19798.58991","19041.30294","18336.92685","16723.14501","14454.59103","15160.06943","11633.77974","9991.33784","8978.31495","8051.27224","6962.18996","5242.58636","5223.84709","4236.17733","2385.39884","2518.77835","1614.88415","0","0","0","0"
"INTL.130-1-DDR-TST.A","        Germany, East","37061.425896","37803.500988","37433.124828","34423.818528","33446.29002","33995.901786","34091.802756","31720.07256","30638.70645","30673.759908","29482.603722","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.130-1-DEUW-TST.A","        Germany, West","24707.617264","25202.333992","24955.416552","22949.212352","22297.52668","22663.934524","22727.868504","21146.71504","20425.8043","20449.173272","19655.069148","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.130-1-GHA-TST.A","        Ghana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-GIB-TST.A","        Gibraltar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-GRC-TST.A","        Greece","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-GRL-TST.A","        Greenland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-GRD-TST.A","        Grenada","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-GLP-TST.A","        Guadeloupe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie"
"INTL.130-1-GUM-TST.A","        Guam","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
